Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Botswana,BWA,2.942
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brazil,BRA,1.747
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,British Virgin Islands,VGB,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brunei Darussalam,BRN,1.915
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bulgaria,BGR,1.54
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Burkina Faso,BFA,5.353
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Burundi,BDI,5.599
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cabo Verde,CPV,2.346
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cambodia,KHM,2.559
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cameroon,CMR,4.708
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.5433
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Caribbean small states,CSS,2.02764502591887
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cayman Islands,CYM,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,4.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1.52216388042765
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,5.947
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1.527
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chile,CHL,1.713
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,China,CHN,1.675
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Colombia,COL,1.843
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Comoros,COM,4.347
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Dem. Rep.",COD,6.112
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Rep.",COG,4.536
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Costa Rica,CRI,1.789
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cote d'Ivoire,CIV,4.759
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Croatia,HRV,1.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cuba,CUB,1.656
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Curacao,CUW,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cyprus,CYP,1.345
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Czech Republic,CZE,1.63
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Denmark,DNK,1.79
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Djibouti,DJI,2.846
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominica,DMA,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominican Republic,DOM,2.387
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Early-demographic dividend,EAR,2.54152110952216
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1.82961145086125
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific (excluding high income),EAP,1.87630052232416
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific (IDA & IBRD),TEA,1.87578454380275
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ecuador,ECU,2.475
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Egypt, Arab Rep.",EGY,3.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,El Salvador,SLV,2.079
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Equatorial Guinea,GNQ,4.686
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eritrea,ERI,4.164
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Estonia,EST,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eswatini,SWZ,3.041
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ethiopia,ETH,4.456
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Euro area,EMU,1.56899980286644
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia,ECS,1.77186281509885
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia (excluding high income),ECA,1.96539890331185
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia (IDA & IBRD),TEC,1.91502607600112
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,European Union,EUU,1.56624109021675
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Faroe Islands,FRO,2.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Fiji,FJI,2.797
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Finland,FIN,1.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Fragile and conflict affected situations,FCS,4.58803948927681
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,France,FRA,1.92
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,French Polynesia,PYF,1.973
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gabon,GAB,4.039
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Gambia, The",GMB,5.338
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,2.059
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,3.984
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gibraltar,GIB,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1.38
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,2.104
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guam,GUM,2.358
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guatemala,GTM,2.973
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea,GIN,4.854
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea-Bissau,GNB,4.631
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guyana,GUY,2.509
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Haiti,HTI,3.041
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Heavily indebted poor countries (HIPC),HPC,4.86233372945283
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,High income,HIC,1.65606245020025
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Honduras,HND,2.536
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Hong Kong SAR, China",HKG,1.205
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Hungary,HUN,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IBRD only,IBD,2.09070105814323
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iceland,ISL,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA & IBRD total,IBT,2.57249418554112
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA blend,IDB,4.23325026744309
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA only,IDX,4.02530378093595
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,IDA total,IDA,4.09443904217805
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,India,IND,2.266
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Indonesia,IDN,2.362
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Iran, Islamic Rep.",IRN,2.083
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iraq,IRQ,3.864
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ireland,IRL,1.81
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Isle of Man,IMN,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Israel,ISR,3.11
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Italy,ITA,1.34
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jamaica,JAM,2.009
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Japan,JPN,1.44
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2.954
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2.77
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,3.663
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,3.651
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People's Rep.",PRK,1.917
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1.172
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,XKX,2.06
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kuwait,KWT,2.082
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kyrgyz Republic,KGZ,3.1
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lao PDR,LAO,2.751
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Late-demographic dividend,LTE,1.74628138548198
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean,LCN,2.06541539576936
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean (excluding high income),LAC,2.0693387705979
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean (IDA & IBRD),TLA,2.07667148958398
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latvia,LVA,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Least developed countries: UN classification,LDC,4.11693612148123
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lebanon,LBN,2.104
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lesotho,LSO,3.197
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liberia,LBR,4.461
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Libya,LBY,2.317
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liechtenstein,LIE,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Low & middle income,LMY,2.5806556012081
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Low income,LIC,4.81449333386456
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lower middle income,LMC,2.76419016789926
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,1.207
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,4.184
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,4.407
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malaysia,MYS,2.037
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Maldives,MDV,1.947
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mali,MLI,6.057
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malta,MLT,1.37
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Marshall Islands,MHL,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritania,MRT,4.679
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritius,MUS,1.4
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,2.186
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Micronesia, Fed. Sts.",FSM,3.145
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa,MEA,2.86692711279053
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa (excluding high income),MNA,2.94138078362759
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa (IDA & IBRD),TMN,2.93125667612697
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle income,MIC,2.36225052305969
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Moldova,MDA,1.259
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Monaco,MCO,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mongolia,MNG,2.923
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Montenegro,MNE,1.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Morocco,MAR,2.489
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mozambique,MOZ,4.992
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Myanmar,MMR,2.182
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Namibia,NAM,3.496
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nauru,NRU,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nepal,NPL,2.027
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Netherlands,NLD,1.66
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Caledonia,NCL,2.08
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Zealand,NZL,1.87
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nicaragua,NIC,2.455
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Niger,NER,7.087
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nigeria,NGA,5.526
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North America,NAC,1.79253374028256
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North Macedonia,MKD,1.506
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Northern Mariana Islands,MNP,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Norway,NOR,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,OECD members,OED,1.74084268803636
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Oman,OMN,2.937
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Other small states,OSS,3.10506683788273
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pacific island small states,PSS,3.55535139461746
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pakistan,PAK,3.612
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Palau,PLW,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Panama,PAN,2.514
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Papua New Guinea,PNG,3.657
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Paraguay,PRY,2.479
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Peru,PER,2.297
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Philippines,PHL,2.718
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Poland,POL,1.39
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Portugal,PRT,1.36
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Post-demographic dividend,PST,1.62337925470427
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pre-demographic dividend,PRE,5.10432210337395
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Puerto Rico,PRI,1.2425
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Qatar,QAT,1.907
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Romania,ROU,1.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.762
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Rwanda,RWA,4.123
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Samoa,WSM,3.976
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,San Marino,SMR,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sao Tome and Principe,STP,4.426
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Saudi Arabia,SAU,2.435
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Senegal,SEN,4.77
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Serbia,SRB,1.46
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Seychelles,SYC,2.39
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sierra Leone,SLE,4.457
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,1.2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sint Maarten (Dutch part),SXM,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovak Republic,SVK,1.48
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovenia,SVN,1.58
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Small states,SST,2.91937735179162
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Solomon Islands,SLB,4.452
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Somalia,SOM,6.265
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2.457
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Asia,SAS,2.4380609070019
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Asia (IDA & IBRD),TSA,2.4380609070019
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Sudan,SSD,4.855
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.34
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sri Lanka,LKA,2.211
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Kitts and Nevis,KNA,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Lucia,LCA,1.461
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1.81
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1.931
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sub-Saharan Africa,SSF,4.83866120936539
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sub-Saharan Africa (excluding high income),SSA,4.83889828173452
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sub-Saharan Africa (IDA & IBRD),TSS,4.83866120936539
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,4.532
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2.469
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1.85
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.54
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Syrian Arab Republic,SYR,2.889
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tajikistan,TJK,3.618
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tanzania,TZA,5.015
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Thailand,THA,1.537
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Timor-Leste,TLS,4.156
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Togo,TGO,4.449
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tonga,TON,3.636
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Trinidad and Tobago,TTO,1.753
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tunisia,TUN,2.238
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkey,TUR,2.092
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkmenistan,TKM,2.887
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turks and Caicos Islands,TCA,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tuvalu,TUV,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uganda,UGA,5.242
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ukraine,UKR,1.466
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Arab Emirates,ARE,1.491
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.79
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,1.8205
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1.8476553794562
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uruguay,URY,1.991
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uzbekistan,UZB,2.455
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vanuatu,VUT,3.859
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Venezuela, RB",VEN,2.317
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vietnam,VNM,2.03
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Virgin Islands (U.S.),VIR,2.09
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,West Bank and Gaza,PSE,3.844
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Yemen, Rep.",YEM,3.994
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zambia,ZMB,4.814
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zimbabwe,ZWE,3.804
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Afghanistan,AFG,63.763
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Eastern and Southern,AFE,62.7876814850688
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Western and Central,AFW,56.9747611509084
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Albania,ALB,78.194
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Algeria,DZA,76.298
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,American Samoa,ASM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Andorra,AND,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Angola,AGO,59.925
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Antigua and Barbuda,ATG,76.617
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Arab World,ARB,71.4365471749074
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Argentina,ARG,76.221
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Armenia,ARM,74.64
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Aruba,ABW,75.868
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,82.4487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Austria,AUT,81.6414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Azerbaijan,AZE,72.493
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Bahamas, The",BHS,73.329
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bahrain,BHR,76.899
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bangladesh,BGD,71.785
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Barbados,BRB,78.888
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belarus,BLR,73.8268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belgium,BEL,81.4390243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belize,BLZ,74.219
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Benin,BEN,60.885
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bermuda,BMU,81.2270731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bhutan,BTN,70.781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bolivia,BOL,70.626
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bosnia and Herzegovina,BIH,76.998
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Botswana,BWA,68.178
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brazil,BRA,75.23
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,British Virgin Islands,VGB,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brunei Darussalam,BRN,75.45
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bulgaria,BGR,74.8121951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burkina Faso,BFA,60.354
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burundi,BDI,60.528
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cabo Verde,CPV,72.347
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cambodia,KHM,68.977
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cameroon,CMR,58.063
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,81.9
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Caribbean small states,CSS,73.395957988226
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cayman Islands,CYM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central African Republic,CAF,51.593
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central Europe and the Baltics,CEB,76.9698114171911
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,53.438
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,82.6
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,79.779
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,76.21
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,76.732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,63.7
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",COD,59.655
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,63.556
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,79.738
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,56.567
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,78.0219512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,78.607
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,77.719512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,80.513
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,79.0268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,80.8536585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,65.064
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,73.471
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Early-demographic dividend,EAR,70.0112350713132
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,75.6355832468002
